שם תחנה,מספר תחנה,תאריך,שעה-LST,טמפרטורה(C°),טמפרטורה לחה(C°),טמפרטורת נקודת הטל(C°),לחות יחסית(%),מהירות הרוח(m/s),כיוון הרוח(מעלות),לחץ בגובה התחנה(hPa),לחץ בגובה פני הים(hPa),כמות עננים כוללת(קוד),כמות עננים נמוכים(קוד),גובה בסיס עננים נמוכים(קוד),סוג העננים הנמוכים(קוד),סוג העננים הבינוניים(קוד),סוג העננים הגבוהים(קוד),מזג אוויר נוכחי(קוד),מזג אוויר שחלף(קוד),ראות אפקית(קוד)
בית דגן                                           ,2523,18-12-2020,14:00,20.2,16.8,14.3,69,3.2,324,1015.8,1019.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-12-2020,17:00,17.8,15.5,13.7,77,1.8,359,1017.0,1020.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-12-2020,20:00,14.0,13.6,13.2,95,0.9,75,1017.9,1021.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-12-2020,23:00,12.1,11.9,11.8,98,1.6,117,1018.5,1022.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,02:00,10.5,10.4,10.4,99,1.0,100,1017.8,1021.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,05:00,9.1,9.1,9.1,100,1.3,122,1017.7,1021.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,08:00,11.2,11.2,11.2,100,1.1,113,1018.8,1022.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,11:00,21.0,16.5,13.2,61,0.9,148,1018.0,1021.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,14:00,22.3,16.0,10.7,48,0.9,345,1015.9,1019.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,17:00,18.6,14.8,11.6,64,2.0,350,1016.3,1020.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,20:00,15.0,13.6,12.5,85,1.3,40,1017.5,1021.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-12-2020,23:00,11.8,11.4,11.0,95,0.9,127,1017.5,1021.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,02:00,10.0,9.8,9.7,98,0.7,141,1016.8,1020.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,05:00,8.8,8.7,8.7,99,0.7,109,1016.1,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,08:00,11.3,11.2,11.2,99,0.3,125,1016.9,1020.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,11:00,21.0,14.9,9.5,48,0.8,204,1016.3,1020.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,14:00,21.2,15.4,10.6,51,2.6,316,1014.7,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,17:00,18.9,15.1,11.9,64,1.1,308,1015.4,1019.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,20:00,13.7,12.9,12.3,91,1.8,106,1016.0,1019.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-12-2020,23:00,11.6,11.4,11.1,97,1.0,117,1016.2,1020.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,02:00,10.0,9.9,9.9,99,0.9,110,1015.4,1019.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,05:00,8.8,8.8,8.8,100,1.3,124,1015.4,1019.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,08:00,11.0,10.8,10.5,97,0.6,113,1016.5,1020.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,11:00,20.5,17.1,14.8,70,0.6,180,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,14:00,20.9,17.1,14.3,66,1.8,331,1013.9,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,17:00,18.6,16.1,14.1,75,2.1,306,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,20:00,14.6,13.9,13.3,92,1.6,143,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-12-2020,23:00,12.4,12.2,11.9,97,0.4,70,1014.7,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,02:00,10.7,10.6,10.6,99,1.0,121,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,05:00,10.0,9.9,9.9,99,1.9,129,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,08:00,12.2,12.0,11.7,97,0.7,93,1015.2,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,11:00,18.2,16.6,15.4,84,1.9,212,1014.6,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,14:00,21.1,17.3,14.7,67,2.2,314,1013.0,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,17:00,18.7,16.7,15.4,81,1.5,255,1013.9,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,20:00,14.9,14.0,13.3,90,1.6,138,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-12-2020,23:00,13.4,13.2,12.9,97,0.8,135,1014.5,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,02:00,12.7,12.6,12.6,99,1.5,141,1013.7,1017.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,05:00,13.7,13.3,12.9,95,2.5,199,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,08:00,13.7,13.4,13.1,96,1.0,152,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,11:00,19.8,17.1,15.2,75,2.9,201,1013.8,1017.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,14:00,21.0,16.8,13.7,63,3.8,287,1012.4,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,17:00,18.6,15.6,13.2,71,3.3,291,1013.0,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,20:00,17.7,14.7,12.4,71,2.7,275,1014.0,1017.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-12-2020,23:00,17.5,14.0,10.8,65,3.0,277,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,02:00,15.2,13.7,12.3,83,2.1,195,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,05:00,14.0,13.7,13.4,96,1.8,169,1013.3,1017.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,08:00,14.0,13.8,13.5,97,1.4,195,1014.8,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,11:00,15.7,14.7,13.9,89,1.4,153,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,14:00,18.0,15.2,13.1,73,0.9,330,1013.6,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,17:00,17.4,15.0,13.1,76,1.3,345,1014.3,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,20:00,13.1,12.7,12.3,95,1.4,103,1015.8,1019.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-12-2020,23:00,11.4,11.2,10.9,97,0.9,104,1016.5,1020.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,02:00,9.7,9.6,9.6,99,1.8,123,1016.1,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,05:00,8.2,8.1,8.1,99,1.6,84,1016.3,1020.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,08:00,10.3,10.2,10.2,99,0.6,52,1017.2,1021.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,11:00,18.9,13.9,9.3,54,1.7,109,1016.5,1020.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,14:00,20.9,15.0,9.7,49,3.0,335,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,17:00,17.6,13.4,9.7,60,2.6,5,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,20:00,14.3,11.6,8.9,70,3.8,27,1016.0,1019.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-12-2020,23:00,12.7,10.5,8.4,75,2.7,40,1015.5,1019.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,02:00,12.0,9.5,6.9,71,3.4,73,1014.7,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,05:00,11.9,9.4,6.6,70,2.5,57,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,08:00,14.9,10.6,5.9,55,2.5,77,1014.7,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,11:00,19.8,12.2,3.8,35,4.5,99,1014.1,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,14:00,20.6,12.6,3.6,33,5.5,91,1012.4,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,17:00,18.4,10.8,1.3,32,4.0,78,1013.1,1016.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,20:00,17.7,10.4,1.1,33,3.5,83,1014.0,1017.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-12-2020,23:00,16.6,9.8,1.0,35,3.0,99,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,02:00,14.2,8.8,1.7,43,2.2,61,1013.4,1017.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,05:00,10.7,8.0,4.8,67,2.6,68,1013.3,1017.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,08:00,15.7,9.9,2.7,42,5.6,98,1014.7,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,11:00,20.2,13.9,7.8,45,4.4,92,1014.6,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,14:00,20.0,13.7,7.6,45,4.0,103,1013.4,1017.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,17:00,16.8,11.3,5.4,47,2.9,95,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,20:00,14.1,9.6,4.1,51,3.5,80,1015.2,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-12-2020,23:00,13.7,8.9,2.8,48,2.2,101,1015.5,1019.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,02:00,12.7,8.7,3.9,55,2.5,116,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,05:00,12.2,8.9,4.9,61,2.3,105,1013.9,1017.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,08:00,14.1,10.4,6.4,60,2.4,98,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,11:00,18.5,13.0,7.5,49,-,-,1014.4,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,14:00,20.4,13.9,7.7,44,3.6,122,1013.2,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,17:00,17.0,12.2,7.3,53,2.6,103,1014.1,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,20:00,13.6,10.6,7.4,66,1.6,65,1014.9,1018.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-12-2020,23:00,10.7,9.4,7.9,83,1.2,63,1015.2,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,02:00,8.6,8.0,7.4,92,1.5,57,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,05:00,7.9,7.5,7.1,95,0.4,58,1015.2,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,08:00,10.6,9.9,9.2,91,0.8,63,1016.1,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,11:00,20.4,14.8,9.9,51,0.7,149,1015.8,1019.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,14:00,21.9,15.4,10.0,47,2.7,291,1013.8,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,17:00,18.3,14.3,10.9,62,1.5,88,1014.1,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,20:00,14.1,11.0,7.8,66,2.6,30,1015.3,1019.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-12-2020,23:00,10.9,9.3,7.6,80,1.6,80,1015.1,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,02:00,8.2,7.7,7.0,92,2.0,34,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,05:00,7.2,6.8,6.5,95,1.0,71,1013.6,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,08:00,10.0,9.2,8.4,90,1.3,25,1014.5,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,11:00,20.2,14.1,8.5,47,2.2,80,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,14:00,22.1,14.6,7.4,39,3.2,86,1011.7,1015.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,17:00,18.7,13.1,7.7,49,1.7,80,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,20:00,14.4,11.0,7.7,64,1.8,33,1012.8,1016.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-12-2020,23:00,11.3,9.8,8.3,82,1.4,53,1012.3,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,02:00,10.5,9.3,8.1,85,0.9,275,1012.5,1016.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,05:00,8.8,8.2,7.6,92,2.0,100,1012.1,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,08:00,11.2,10.0,8.8,85,0.0,0,1013.1,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,11:00,22.0,15.3,9.4,45,3.2,160,1012.0,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,14:00,22.3,16.2,11.3,50,2.1,293,1010.6,1014.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,17:00,18.9,15.1,11.9,64,1.2,272,1010.8,1014.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,20:00,14.2,13.1,12.1,87,1.3,131,1012.0,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-12-2020,23:00,12.1,11.6,11.0,93,1.6,115,1011.9,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,02:00,10.2,10.0,9.7,97,1.1,130,1012.1,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,05:00,9.3,9.2,9.0,98,1.7,117,1012.4,1016.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,08:00,10.9,10.7,10.4,97,1.4,75,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,11:00,21.1,16.7,13.5,62,0.8,178,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,14:00,21.3,18.2,16.0,72,3.0,325,1012.0,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,17:00,18.6,16.2,14.5,77,1.6,314,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,20:00,13.8,13.3,12.9,94,1.8,132,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-01-2021,23:00,11.7,11.5,11.4,98,0.3,58,1013.5,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,02:00,12.0,11.9,11.9,99,1.0,145,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,05:00,10.6,10.4,10.3,98,1.3,143,1013.3,1017.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,08:00,11.4,11.4,11.4,100,1.3,119,1015.4,1019.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,11:00,20.1,15.7,12.3,61,0.9,242,1014.4,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,14:00,20.8,16.7,13.7,64,2.5,303,1013.0,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,17:00,18.8,15.7,13.2,70,1.6,276,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,20:00,14.9,14.5,14.1,95,2.3,137,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-01-2021,23:00,12.2,12.0,11.7,97,1.1,105,1014.0,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,02:00,12.0,11.8,11.5,97,0.5,151,1013.5,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,05:00,10.7,10.6,10.6,99,1.2,145,1013.6,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,08:00,12.8,12.8,12.8,100,0.3,162,1014.5,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,11:00,17.1,16.2,15.4,90,0.8,253,1013.6,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,14:00,20.6,17.8,15.8,74,1.5,278,1012.4,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,17:00,18.4,16.9,15.8,85,0.9,297,1013.3,1017.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,20:00,14.8,14.6,14.5,98,1.0,197,1014.1,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-01-2021,23:00,12.9,12.9,12.9,100,1.2,118,1013.8,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,02:00,11.7,11.7,11.7,100,0.7,154,1013.5,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,05:00,9.9,9.9,9.9,100,0.4,136,1012.5,1016.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,08:00,10.9,10.9,10.9,100,0.3,321,1014.8,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,11:00,18.0,16.9,16.2,89,0.7,163,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,14:00,24.1,17.9,13.3,51,1.7,158,1010.7,1014.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,17:00,20.8,18.3,16.6,77,1.4,317,1011.4,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,20:00,17.7,14.1,11.0,65,2.9,25,1011.7,1015.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-01-2021,23:00,13.5,12.2,11.0,85,0.7,62,1011.2,1014.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,02:00,12.5,11.8,11.1,91,0.8,283,1010.8,1014.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,05:00,11.3,10.8,10.2,93,0.7,239,1011.5,1015.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,08:00,13.9,13.9,13.9,100,0.8,115,1013.6,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,11:00,19.2,17.7,16.8,86,1.2,244,1013.2,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,14:00,22.2,19.2,17.3,74,2.4,317,1011.6,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,17:00,19.2,18.0,17.3,89,2.4,305,1013.7,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,20:00,17.3,16.8,16.5,95,1.3,128,1015.2,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-01-2021,23:00,15.3,15.2,15.2,99,0.6,243,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,02:00,13.1,13.1,13.1,100,1.5,234,1015.6,1019.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,05:00,13.8,13.8,13.8,100,1.5,110,1016.6,1020.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,08:00,15.2,15.2,15.2,100,0.9,75,1017.0,1020.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,11:00,19.5,17.9,16.7,84,1.9,333,1016.4,1020.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,14:00,21.5,18.2,16.0,71,2.0,330,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,17:00,20.8,17.7,15.6,72,1.4,40,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,20:00,16.6,14.1,11.9,74,2.3,37,1016.3,1020.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-01-2021,23:00,15.8,13.8,12.0,78,0.4,16,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,02:00,13.8,12.7,11.7,87,0.8,279,1014.7,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,05:00,11.2,10.6,9.9,92,0.0,0,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,08:00,12.6,11.5,10.5,87,0.0,0,1016.3,1020.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,11:00,22.4,15.2,8.8,42,0.8,64,1015.1,1018.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,14:00,22.5,16.9,12.7,54,3.4,308,1013.6,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,17:00,20.2,16.4,13.6,66,0.8,340,1013.8,1017.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,20:00,16.4,12.0,7.6,56,2.1,48,1015.2,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-01-2021,23:00,12.9,10.5,8.2,73,0.5,13,1015.1,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,02:00,10.9,9.7,8.5,85,1.6,303,1015.1,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,05:00,9.3,8.5,7.7,90,0.9,60,1014.3,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,08:00,12.3,10.2,8.2,76,2.7,65,1015.5,1019.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,11:00,22.4,12.3,-0.6,22,4.0,107,1014.6,1018.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,14:00,24.2,12.7,-1.9,18,3.1,118,1012.2,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,17:00,21.0,12.5,2.6,30,2.3,78,1012.9,1016.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,20:00,14.3,9.6,4.0,50,2.1,68,1013.9,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-01-2021,23:00,11.1,8.0,4.1,62,2.1,87,1013.4,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,02:00,9.9,7.6,4.9,71,1.9,68,1013.2,1017.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,05:00,9.4,7.3,4.8,73,1.2,2,1012.9,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,08:00,10.9,9.3,7.4,79,0.6,67,1014.3,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,11:00,23.9,15.9,9.0,39,0.8,205,1013.7,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,14:00,23.2,15.7,9.1,41,2.4,304,1012.2,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,17:00,19.9,15.3,11.4,58,2.0,243,1013.0,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,20:00,14.5,13.1,11.8,84,1.3,143,1014.4,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-01-2021,23:00,12.0,11.2,10.4,90,1.5,114,1014.8,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,02:00,10.6,10.1,9.5,93,0.0,0,1014.7,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,05:00,9.6,9.2,8.8,95,2.1,133,1015.5,1019.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,08:00,11.6,11.1,10.5,93,0.8,87,1017.2,1021.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,11:00,21.4,16.3,12.2,56,1.2,291,1017.0,1020.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,14:00,22.1,17.3,13.7,59,2.3,308,1015.6,1019.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,17:00,20.1,15.3,11.3,57,1.4,352,1016.5,1020.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,20:00,15.5,13.9,12.6,83,1.5,111,1017.9,1021.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-01-2021,23:00,12.1,11.4,10.7,91,1.7,123,1018.2,1022.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-01-2021,02:00,10.2,9.7,9.1,93,0.9,75,1018.1,1021.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-01-2021,05:00,9.0,8.7,8.4,96,0.4,172,1018.4,1022.2,-,-,-,-,-,-,-,-,-
